,text,is_humor
10306,You never realize what you have till its gone... Toilet paper is a good example.,1
10307,First rule of gun safety: Don't piss me off.,1
10308,"Before you wed that lawyer, remember you're about to marry someone who's been professionally trained to argue.",1
10309,"How do you know an Asian broke into your home? Your dog has been eaten, math homework's done, and he's still trying to leave your driveway.",1
10310,"What are the pros and cons of wearing two watches? On one hand, you have a watch, but on the other hand, you have a watch.",1
10311,I had to take the batteries out of the carbon monoxide detector last night. The loud beeping was giving me a headache and made me feel dizzy,1
10312,9 out of 10 doctors recommended for children to drink water instead of soda. That 1 doctor lives in flint michigan,1
10313,"Girlfriend: ""I'm sick of you pretending you're a detective. I think we should split up.""
Me: ""Good idea. We can cover more ground that way.""",1
10314,"My Dad got a new pair of pants. When I asked him how they fit, he said, ""like a cheap castle"". When I looked confused he said, ""no ballroom""",1
10315,The other day a clown held the door open for me. It was a nice jester.,1
10316,I beat a black belt at karate. My next challenger is a green sock.,1
10317,"A local movie theater was robbed of $600 worth of merchandise. The suspects stole 3 medium popcorns, 1 bag of skittles and 4 small diet cokes.",1
10318,"What did one butt cheek say to the other? If we stick together, we can stop this shit.",1
10319,Did you see that Sargento Cheese is going to stop selling shredded cheese? They're trying to make America grate again,1
10320,How do you know Justin Bieber is Canadian? Only a Canadian could get a #1 on Billboard with a song called Sorry.,1
10321,Will glass coffins be a success? Remains to be seen.,1
10322,What does a turtle and a pedophile have in common? They both want to get there before the hare does.,1
10323,I was wondering what my parents did without the internet. None of my 13 siblings could tell me,1
10324,"My girl caught me blowing my dick with the air dryer, and asked what I was doing. Apparently, ""Heating your dinner"" wasn't a good answer.",1
10325,"When Alexander Graham Bell finally finished inventing the telephone, he had 3 missed calls from Chuck Norris.",1
10326,"I went to a restaurant yesterday and the waitress had a black eye. When I ordered I spoke very slowly, because clearly she didn't listen well.",1
10327,9 years ago I asked the girl of my dreams out on a date. Today I asked her to marry me. She said no both times.,1
10328,What does Arnold Schwarzenegger call a colonoscopy? A Cameron Diaz #SayItOutLoud,1
10329,Three people having sex is called a threesome and four people having sex is called a foursome. I guess that's why everyone calls me handsome!,1
10330,"""Son, I don't think you're cut out to be a mime."" ""Was it something I said?"" Asks the son. ""Yes.""",1
10331,What's the difference between boy scouts and Jews? Boy scouts always come back from camp!,1
10332,What's the best thing about being black? Not having to listen to awful dad jokes.,1
10333,Why did the chicken cross the basketball court? He heard the ref was blowing fouls,1
10334,Do special ed teachers mark late students as tardy?,1
10335,What's the difference between Bill Cosby and a Rap artist? The art,1
10336,Why are Mike Tyson's eyes always red after sex? Pepper Spray,1
10337,My wife told me I'm not allowed to impersonate a flamingo anymore. I had to put my foot down.,1
10338,"My girlfriend peed her pants and asked me if she was still beautiful. I told her, ""urinate out of ten.""",1
10339,"I bought the world's worst thesaurus yesterday. Not only is it terrible, it's terrible.",1
10340,My lesbian neighbors got me a Rolex for Christmas. I guess they misunderstood when I said I wanna watch.,1
10341,"I'm getting a little tired of these people coming to my door telling me I need to be ""saved"" or ""I'll burn""... Stupid firefighters.",1
10342,What kind of organization is Atheism? Non-prophet.,1
10343,"I told my wife we can have sex or go see Star Wars, she said, I'm on my period and Star Wars is sold out. She pulled some strings and got me in.",1
10344,"My friend asked me if the new Star Wars was in 3D. I said, yes, but they R2D2.",1
10345,What's the rudest type of Elf? The GofuckyoursELF,1
10346,Abortions are so fun. It really brings out the kid in you,1
10347,5 out of 6 scientists say Russian Roulette is safe.,1
10348,What do you call cows that don't have a sense of humor? Feminists.,1
10349,Why do Indians hate snow? It's white and it's on their land.,1
10350,I'm 36 but have the body of an 18-year-old.  The police are pretty upset about it.,1
10351,I got arrested for killing a black man. They charged me with impersonating a police officer.,1
10352,"""Mom? Don't freak out, but I'm in the hospital."" ""Bob, you've been a doctor for 8 years now, stop starting every call we have with that.""",1
10353,"Won the lottery for a million dollars today so I decided to donate a quarter of it to charity. I now have $999,999.75",1
10354,Why do midgets make bad parents? Cause they struggle to put food on the table,1
10355,"G/f left a note on the fridge. ""It's not working. Can't take it anymore."" Opened the fridge and the light came on. What the hell did she mean?",1
10356,My favorite sexual position is the JFK. I splatter all over her while she screams and tries to get out of the car.,1
10357,Why was the 6 month old African baby crying? It was having a mid life crisis,1
10358,"3 men are on a boat. They have 4 cigars, but nothing to light them with. They throw a cigar overboard and the boat becomes a cigar lighter.",1
10359,What do you call cows that have a sense of humor? Laughing stock.,1
10360,What do you call a singing laptop? A Dell,1
10361,I have a phobia of over engineered buildings. It's a complex complex complex.,1
10362,"When life gives Charlie Sheen lemons, he fucks them and gives them lemon-aids",1
10363,"My girlfriend said to me ""sex is better on vacation"". That wasn't a very nice postcard to receive.",1
10364,What's the worst animal to play cards with? A cheetah. Because it'll rip your face off.,1
10365,"My wife told me to take a spider out instead of killing it. We went and had drinks. Cool guy, wants to be a web designer.",1
10366,I like my puns like I like my sausages. The wurst ones are the best.,1
10367,I almost got raped in jail. My family takes monopoly way too seriously.,1
10368,My doctor diagnosed me with cancer and Alzheimer's. At least it isn't cancer.,1
10369,What's the difference between American teenage girls and Muslim teenage girls? American teenage girls get stoned BEFORE they have sex.,1
10370,What should you do when life gives you melons? Get tested for dyslexia.,1
10371,The girl I lost my virginity to was retarded. I wanted my first time to be special.,1
10372,"Rick Astley will let you borrow any movie from his Pixar collection, except one. He's never gonna give you Up",1
10373,How many ants does it take to rent a house? Ten ants,1
10374,What's 18 inches long and makes women scream at night? Crib Death.,1
10375,What did the Mexican Firefighter name his twin sons? José and Hose B,1
10376,I tried to sue the airport for misplacing my luggage. I lost my case.,1
10377,Why do pediatricians get so frustrated? They have very little patients.,1
10378,"What do prime numbers and stoners have in common? The higher they are, the more spaced out they get",1
10379,I'm addicted to having money in the bank. I really do suffer from withdrawals.,1
10380,You hear about the newest member of the X-Men? Caitlyn Jenner,1
10381,My boss said he's going to fire the employee with the worst posture. I've got a hunch it might be me.,1
10382,Where would you park your camel? The Camelot.,1
10383,What did the vampire say to the teacher? See you next period!,1
10384,What do you call a teacher that doesn't fart in public? A private tooter.,1
10385,"Crocodiles can grow up to 20 feet, but most have just four.",1
10386,"Mike Tyson was arrested for beating up a pizza waitress. As he was finish eating, she asked ""You wanna box for the rest of your pizza?""",1
10387,"There's two fish in a tank. One turns to the other and says 'You man the guns, I'll drive'",1
10388,Damn girl are you a smoke detector? Because you're super annoying and won't shut up,1
10389,What do you call a dictionary on drugs? High definition.,1
10390,"I went to the doctor and he said ""don't eat anything fatty."" I asked "" no bacon? No steak?"" He replied ""No fatty, just don't eat anything! """,1
10391,Why do pencils shave? To look sharp.,1
10392,"A mexican magician told the audience he'll disappear on the count of three. He said ""Uno, dos"" *POOF*. He disappeared without a tres.",1
10393,"I want to tell a joke about Steve Jobs, but won't because it's not PC.",1
10394,Life is like a box of chocolates; it doesn't last as long for fat people.,1
10395,"To the guy in the wheelchair who stole my camouflage jacket...You can hide, but you can't run.",1
10396,A Japanese man once tried to fake his own death. His family didn't bereave him.,1
10397,What's Gordon Ramsay's favorite movie? IT'S FUCKING FROZEN,1
10398,"I, for one, like Roman Numerals",1
10399,What is the difference between a well dressed man on a unicycle and a poorly dressed man on a bicycle? Attire,1
10400,Unfortunately I lost my Korean friend the other day. So Yung. She was my Seoul mate.,1
10401,"Thank you, student loans, for helping me get through college. I don't think I can ever repay you.",1
10402,"I hate those people who knock on your door and tell you how you need to be ""saved"" or you'll ""burn."" Stupid firemen",1
10403,Moses was the first person to use Control-C as a shortcut.,1
10404,What's the difference between Dubai and Abu Dhabi? People in Dubai don't like the Flintstones but people in Abu Dhabi doooooo.,1
10405,I like my women how I like my bicycles. Chained up in the garage and two tired for movement.,1
10406,"The Dentist says, ""When was the last time you flossed?"" The Patient replies, ""You should know, you were there!""",1
10407,How did Rihanna find out Chris Brown was cheating on her? She found another women's lipstick on his knuckles.,1
10408,My grandfather had a stroke this week. He saw a picture of my grandmother when she was younger and couldn't help himself.,1
10409,What kind of water do you put into a waterbed? Spring water,1
10410,"Here's a FedEx joke - actually, you'll get it tomorrow",1
10411,Why are 9/11 victims the best readers? They can go through 94 stories in seconds!,1
10412,"A cop pulled over a Rabbi on Yom Kippur and said ""hey you were speeding"". The Rabbi replied ""no, I'm fasting"".",1
10413,"If I got $1 every time a woman said I was't her type, I'd be her type.",1
10414,"When I get mad I count down from ten out loud. I was arrested, the cops mistook me for a bomb.",1
10415,Dave drowned. So at the funeral we got him a wreath in the shape of a lifesaver. It's what he would have wanted.,1
10416,"I received an email from Google. It said, ""At Google Earth we can read maps backwards "" I thought, ""That's just spam.""",1
10417,"My ex wife died so to honor her, I poured a fine, 12 year old bottle of scotch on her grave. But first I filtered it through my kidneys.",1
10418,Why did the computer crash? Because it had a bad driver!,1
10419,What do you call a terrorist's girlfriend?  A Guantanamo Bae,1
10420,What does the sign of an out of business brothel say? Beat it. We're closed.,1
10421,Why are there no transvestites in space? Because there is zero drag.,1
10422,America is going to suffer if Donald Trump becomes president. You could say they are going toupée for it.,1
10423,"A policeman knocked on the door and said, ""It looks like your wife has been in an accident..."" I said ""Yes but she has a great personality!""",1
10424,"I remember the last thing my grandfather said to me before he kicked the bucket... ""How far do you think I can kick this bucket?""",1
10425,"What's the difference between a 'hippo' and a 'Zippo'? One's really heavy, and the other's a little lighter.",1
10426,How's Donald Trump going to get rid of all the Mexicans? Juan by Juan.,1
10427,I threw a party for people who can't ejaculate. Nobody came.,1
10428,Why is Def Leppard the best band to listen to while driving? Because you only need one arm to drum along,1
10429,I'm really pleased with my new fridge magnet. So far I've got eight fridges.,1
10430,"Have you ever seen Puns: The Musical? If not, you really should. It's a great play on words.",1
10431,Why did the cyclops quit teaching? He had only one pupil.,1
10432,What was Spiderman's major in college? Web Design,1
10433,"It may be illegal to steal kitchen utensils, but what can I say? I'm a whisk taker",1
10434,How do you blind an Asian woman? Put a windshield in front of her.,1
10435,Did you hear about the pessimistic German vegetarian? He feared the wurst,1
10436,I hate when people ask me what I'm see myself doing in 5 years. Its not like I have 2020 vision.,1
10437,What does Donald Trump tell Barack Obama supporters? Orange Is The New Black,1
10438,Anyone need a job? I hear Malaysia Airlines is looking for people.,1
10439,Jared Fogle of Subway started and ended his career the same way. Trying to get into smaller pants.,1
10440,"A waiter walks up to a table full of Jewish women dining and asks ""ladies, is anything ok?""",1
10441,Diarrhea must be hereditary because it runs in your jeans.,1
10442,Did you know humans are born with four kidneys? Two of them grow into adult knees.,1
10443,What did the depressed ghost say to the psychiatrist? Thanks for lifting my spirits.,1
10444,Why did 10 die? Because he was in the middle of 9/11,1
10445,Hear about the baby with AIDS?  It never gets old,1
10446,"Why does Beyonce say ""To the left, to the left""? Because black people have no rights.",1
10447,"Geno Smith went to throw a punch back, but it was short a few yards.",1
10448,What does idk stand for? Literally everyone I ask says they don't know.,1
10449,"I hate it when homeless people shake their change cups at me. I get it, you have more money than me. No need to be a dick about it.",1
10450,I seriously hate it when a couple starts having an argument in front of you. They could have least waited until I got dressed and left.,1
10451,"Can you believe that my neighbor knocked at my door at 2AM!? Luckily, I was up playing my drums.",1
10452,"Two blondes fell down a hole. One said, ""It's dark in here isn't it?"" The other replied, ""I don't know; I can't see.""",1
10453,Today someone was killed with a starter pistol. Police think it might be race related.,1
10454,"I know a lot of jokes about unemployed people, but none of them work",1
10455,"Somebody actually complimented me on my driving today. They left a note on the windshield. It said, ""Parking fine"", so that was nice.",1
10456,"""You miss 100% of the shots you don't take""...is terrible advice for a recovering alcoholic.",1
10457,"When my employer asked if I had a criminal record I guess ""highest number of robberies in an hour"" wasn't the answer he was looking for.",1
10458,Why do only 9/10 dentists recommend Crest toothpaste? The last dentist is busy killing a lion.,1
10459,What do you call a marine who can't swim? A submarine.,1
10460,Several toilets were stolen last night. Police say they have nothing to go on.,1
10461,"Is the KKK a good source of Potassium? Yes, because they're all bananas.",1
10462,"My boss said ""You're the worst fucking train driver ever. How many trains have you derailed to date?"" I replied ""It's hard to keep track.""",1
10463,Why does a milking stool only have three legs? Because the cow has the udder.,1
10464,50% of Japanese doctors have Cataracts. The other 50% drive Rincolns.,1
10465,"My wife told me she wanted the body of a stripper, but she screamed when I brought her one.",1
10466,My friend really changed when she became a vegetarian. It's like I've never seen herbivore.,1
10467,I've finally stopped drinking for good. Now I drink for evil,1
10468,What did the Indian boy say to his mom before he left? Mumbai,1
10469,What concert ticket costs 45 cents? 50 Cent featuring Nickelback,1
10470,Why did the guitarist go to jail? For fingering A minor,1
10471,Why do fish live in salt water? Because pepper makes them sneeze.,1
10472,This joke is so dark that I hope it doesn't get shot by the police.,1
10473,My doctor asked if I drink to excess. I told him I'll drink to anything.,1
10474,"I was going down on this chick when I noticed her pussy tasted like horse semen. I stopped and said ""Oh, so that's how you died, Grandma.""",1
10475,"My gf broke up with me, saying ""You believe you're a Transformer. It's stupid."" I said, ""But, I can change!"" She said, ""There you go again!""",1
10476,"Never have unprotected sex with a cannibal. next thing you know, you'll have a baby in the oven.",1
10477,I suggested to my wife that she'd look sexier with her hair back. Which is apparently an insensitive thing to say to a cancer patient.,1
10478,What do you call a bear in the rain? A drizzly bear.,1
10479,They are the nosiest type of pepper. They are always jalapeño in your business,1
10480,Pretty soon the only place you will be able to buy a Confederate flag will be the black market. Oh the irony.,1
10481,What is the capital of Greece? About £10,1
10482,Why do girls always get mad when I try to read their shirts? It's not my fault I'm blind.,1
10483,I started an emo salsa band. We're called Hispanic at the Disco,1
10484,If Donald Trump gets elected president there's gonna be hell toupée.,1
10485,Did you hear about the woman who got attacked by a gang of mimes? They performed unspeakable acts on her.,1
10486,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them.,1
10487,What do you do if your kids start smoking? Take them out of the oven.,1
10488,Why is the hipster sweating? Because he wore a scarf before it was cool.,1
10489,I thought my vasectomy would keep my wife from getting pregnant. But apparently it just changes the color of the baby.,1
10490,Why don't dentists display their awards? Because they want to prevent plaque build-up.,1
10491,Why did Jon Snow stand in line for 6 hours at the Apple Store? For the watch,1
10492,Why should you always bring a bag of chips to a party? In queso emergency.,1
10493,What do scientists and vegetables have in common? Stephen Hawking,1
10494,I recently got sick at the airport. My doctor says it's a terminal illness.,1
10495,If you have a bee in your hand what do you have in your eye? Beauty. Beauty is in the eye of the beholder.,1
10496,I ended up in jail the other night and the guys across from me had glued themselves together. It was very con-fusing.,1
10497,It's crazy how sexist the postal service is. I guess that's natural with such a mail dominated industry.,1
10498,I got arrested the other day for holding a little girl's hand. They wanted to know where the rest of her body was,1
10499,"My friend thinks he's smart. He told me an onion is the only food that makes you cry, so I threw a coconut at his face.",1
10500,There's no reason to be tailgating me when I'm doing 50 in a 35...and those flashing lights on your car look stupid.,1
10501,How do you piss off a female archaeologist? Give her a used tampon and ask her what period it came from.,1
10502,I've recently developed a severe phobia of elevators. I'm taking steps to avoid them.,1
10503,What's the difference between a Penis and a paycheck? After five years your Wife will still blow your paycheck.,1
10504,What do you call an Irishman who bounces off of walls? Rick O'Shea.,1
10505,What happens to lawyers after they die? They lie still.,1
10506,I lent a hot girl my umbrella yesterday. That takes the number of girls I've made wet this year to -1.,1
10507,I saved a bunch of money on my car insurance by switching....to reverse and leaving the scene.,1
10508,A cannibal passed his friend in the woods.,1
10509,What is E.T. short for? So he can fit on a spaceship.,1
10510,My wife gave me a brochure on anger management the other day. I lost it.,1
10511,The only B word you should call a girl is Beautiful. Bitches love to be called Beautiful,1
10512,"A suicide bomber says to his apprentice: ""Watch carefully I can only do this once!""",1
10513,What do you call a vehicle with no fuel in Africa? Outtagascar,1
10514,How do you keep a blonde busy for years? Tell her to count the stairs on an escalator.,1
10515,Why does Kim Jong Un love books. Because he's the glorious Reader,1
10516,Why did the pig buy flour and sugar? He felt like bacon.,1
10517,Hao Long is a Chinese name.,1
10518,What kind of weed do reptiles smoke? Mariguana.,1
10519,What is a ghost's favorite type of porn? Booooookake,1
10520,I like my women like I like my coffee. Hot and all over my crotch.,1
10521,What do they call spiders in the Middle East? Iraqnids,1
10522,Why do blind people walk their dogs so much?,1
10523,My math teacher called me average. How mean!,1
10524,"What did 50 cent say to his grandma when she gave him a scarf for Christmas? Gee, you knit?",1
10525,"I went to the library. I said,""Can I borrow a book about suicide?"" The guy said,""We did have one, but we never got it back.""",1
10526,"I was in bed with a blind girl and she said that I had the biggest penis she had ever laid her hands on. I said, ""You're pulling my leg.""",1
10527,Why do porn stars hate driving? Because people always pull out infront of them.,1
10528,Did you hear the latest joke about Baltimore? It's a riot,1
10529,I was walking by a car filled with black people. They locked the door when i came near. I felt like a bad ass until I realized it was my car,1
10530,"An old lady in front of me dropped $20 and I thought, ""What would Jesus do?"" So I turned it into wine. I bought wine.",1
10531,What type of blood does a keyboard have? Typo,1
10532,"What did the doctor say to the angry midget? ""I'm going to ask you to be a little patient.""",1
10533,What's the difference between being hungry and being horny? Where you put the cucumber.,1
10534,I'm sick to death of cocaine dealers always sticking their business in other people's noses.,1
10535,Why were the Paul Walker jokes removed from the Bieber Roast? Paul Walker has already been roasted.,1
10536,I just finished designing a website for an orphanage. There isn't a home page,1
10537,Why do Native Americans hate snow? Because it's white and settles on their land.,1
10538,What do Iron man and Sarah Palin have in common? They both had a little Downey inside of them.,1
10539,What musical group is Jesus most afraid of? Nine Inch Nails,1
10540,My roommate's diary says I have boundary issues.,1
10541,I was involved in a violent mugging this morning. On the plus side I did make $43 and I think the watch looks really good on me.,1
10542,"I told my wife I lost 10 lbs in one hour. ""No way. That's impossible!"" she said. ""Trust me,"" I said, ""I have no idea where our baby is.""",1
10543,What if a butterfly got a tramp stamp of a trashy white girl?,1
10544,I got fired for sticking my dick in the pickle slicer at work. She got fired too. Sorry for gherkin your chain.,1
10545,Why does Dr. Pepper come in a bottle? Because his wife is dead.,1
10546,Why are cars faster than motorcycles? Because motorcycles are two tired.,1
10547,When I was a kid I thought I had a Chinese friend. It turns out it was just my imaginasian,1
10548,"How many McDonald's workers does it take to change a light bulb? None, because they can't climb the ladder.",1
10549,Crazy ex-girlfriends are like a box of chocolate. They both kill your dog,1
10550,"""What do cannibals like to eat on St. Patrick's Day? Corn Beef and Cabbage Patch Dolls!""",1
10551,"""How do construction workers remember their tasks? They drill them into their head!""",1
10552,"""What did one lesbian ghost say to the other? I like your booooooobs""",1
10553,"""What is Luke Skywalker's favorite coffee place? Java the hut!""",1
10554,"""Want to hear a joke about jalapeno poppers? Probably not because it's too queso fresco!""",1
10555,"""What did the pervert olive say to the sexy olive? I hope you take olive your clothes off!""",1
10556,"""What did Rick Astley say to his virginity? Never gonna give you up!""",1
10557,"""Why did the fat guy say to the midget? Don't be short with me or I'll eat you!""",1
10558,"""What did the cat say to the dog. You're purrrrfect!""",1
10559,"""Two Mexicans walk into a bar. One of them goes ""Dios Mio that bar hurt!""",1
10560,"""Why did the bread cross the road. Because it was yeasty!""",1
10561,Tomorrow I am going to open the time capsule I buried as a kid. I can't wait to see how big my puppy got.,1
10562,"A priest walks into a hotel and says ""I hope the porn is disabled."" The front desk guy replies ""It's just regular porn you sick fuck.""",1
10563,"People always ask 'how do you cope with erectile dysfunction'? Honestly, it's not that hard",1
10564,"I´m at the ATM when a robber holding his gun at my back asks: do you want to see your family again? I said ""no"". We both had a good laugh.",1
10565,"A dark skinned lady named Betty goes to the butcher and asks for some beef. The butcher replies: ""Nooooo Black Betty, ham or lamb!""",1
10566,I saw a poor old lady fall over today on the sidewalk! At least I presume she was poor - she only had $1.20 in her purse.,1
10567,"My dad was fired from his job in road work for theft. I didn't believe it at first, but when I got home all the signs were there.",1
10568,"Whoever stole my Microsoft Office, I'm coming after you. You have my word",1
10569,"A vulture gets on a plane carrying two dead raccoons. The flight attendant says, ""Sorry sir, only one carrion item per passenger.""",1
10570,"What do sprinters eat before a race? Nothing, they fast.",1
10571,Tell a girl she's beautiful and she'll remember it for days. Tell a girl she's fat and she'll always remember because an elephant never forgets.,1
10572,Where do atheists donate their money? Non Prophet Organizations,1
10573,"1/3 Of people live next to a pedophile. Not me though, I live next to two really hot ten year old's!",1
10574,Are you from Ireland? Cause when I look at you my penis is Dublin.,1
10575,There's a new TV show about a plane hijacking. They just shot the pilot last week.,1
10576,RIP boiling water. You will be mist.,1
10577,"Why is there no black character in the game ""Clue""? Because then it would be called ""Solved.""",1
10578,"I started carrying a knife after an attempted mugging a few years ago. Since then, my mugging attempts have been a lot more successful.",1
10579,Did you hear about the Italian chef that died? He pasta way. We cannoli do so much. His legacy will be a pizza history.,1
10580,Why are gay men always first to check-out of a hotel? They had their shit packed the night before.,1
10581,"Capitalization can really change a sentence. For example:
I love to eat candy.
I love to eat capitalization. 

",1
10582,How does a black woman know she's pregnant? When she pulls out her tampon the cotton's been picked.,1
10583,You gotta hand it to short people because they can't reach it,1
10584,"When a maple syrup producer sees a maple tree they don't own, do they think ""I'd tap that""?",1
10585,"Why are male bathrooms on the left, and female bathrooms on the right? Because women are always right, even when they're full of shit.",1
10586,Did you hear the one about the three deep holes in the ground? Well? well? well?,1
10587,I was at the ATM when an old lady came up to me and asked to check her balance so I pushed her over.,1
10588,Did you ever hear about the Lucky Charms leprechaun's evil twin? He was tragically malicious.,1
10589,"I asked a Chinese girl for her number. She said, ""Sex! Sex! Sex! Free Sex tonight!"" I said, ""Wow!"" Her friend said, ""She means 666-3629.""",1
10590,What do you do if your baby comes out black? Cook the next one on a lower temperature.,1
10591,What's the difference between a garbanzo bean and a chickpea? I've never paid $300 bucks to have a garbanzo bean on my face.,1
10592,Where does a dog go when he loses his tail? A re-tail store,1
10593,What becomes shorter when you add 2 letters? Short,1
10594,A falling battery killed a man today. It was charged with murder.,1
10595,What's the best part about fucking twenty-eight year olds? They're twenty of them.,1
10596,"My black friend asked me if there's a colored printer in the library. I said ""Shit man, it's 2015 you can use whatever printer you want!""",1
10597,My wife was happy when I told her I put a load in the dishwasher until 9 months later when Consuela's baby came out looking just like me!,1
10598,What do you call a bear with no teeth? A gummy bear,1
10599,What's the best part about dating a black girl? Not having to meet the father.,1
10600,"Today I was asked how I view lesbian relationships. Apparently ""in HD"" wasn't the right answer.",1
10601,Pedophiles are fucking immature assholes,1
10602,As I looked into her eyes I felt my knees go weak and my stomach turned to butterflies. That's when I realized I'd drugged the wrong glass.,1
10603,What was Hitler's favorite video game? Mein Kraft,1
10604,Why can't pirates finish the alphabet? They get lost at C.,1
10605,Where do suicide bombers go when they die? Everywhere!,1
10606,What do u call a hilarious Mexican herb?  Sillyantro,1
10607,What do you call an airplane that flies backwards? A receding airline,1
10608,What do you call a stoner with down syndrome? A baked potato.,1
10609,What do you call a group of confused Spanish speaking racists? The ¿Qué Qué Qué?,1
10610,I don't know why I broke up with my girl at the gym. I guess we just weren't working out.,1
10611,I once took a girl to Starbucks because I forgot her name.,1
10612,"What did the French man say when he tripped down the stairs? ""Eiffel.""",1
10613,Why do Jihadist Muslims only drink instant coffee? 'Cause they hate the French press,1
10614,"Got fired from the market for being too violent. All I did was put out a sign that said, ""take lettuce from top of pile or heads will roll!""",1
10615,What's 7 inches long and hasn't been sucked in over 2 years? Whitney Houston's crack pipe.,1
10616,Why are there no casinos in Africa? Too many cheetahs.,1
10617,What's Bill Clinton's favorite instrument to play? His whore Monica.,1
10618,What's the difference between a feminist and a computer? You can punch information into a computer.,1
10619,When I was 6 I got coal from Santa. The next year I decided to get back at him and poison the cookies. The bastard found out and killed my dad,1
10620,I had such a crap day. First my ex got run over by a bus. Then I got fired from my job as a bus driver.,1
10621,"Where does Walmart keep the Terminator toys? Aisle B, back.",1
10622,Why are 490 Romans funny? Because XD,1
10623,"My girlfriend left me for an Indian guy. It's okay, I know he's going to treat her well. I heard they worship cows",1
10624,What do I get when I pour my Root Beer into a square mug? Just Beer.,1
10625,I broke up with this cross eyed girl. I thought she was seeing someone else.,1
10626,Why do horses have such a low divorce rate? Because they're all in stable relationships.,1
10627,"I'm not sure what the first church on the moon will look like, but I'm sure the mass will be the same.",1
10628,"I have a bumper sticker that says, ""honk if you think I'm sexy"". I just sit at green lights until I feel good about myself.",1
10629,Why are redneck murders the hardest to solve? All the DNA matches and there's no dental records.,1
10630,What's the difference between Santa Claus and a jew? Santa goes down the chimney,1
10631,Why does Santa have such a big sack? Because he only comes once a year.,1
10632,What do Ethiopians get for Christmas? Hungry,1
10633,Who says love is dead? Necrophiliacs,1
10634,I'm making a TV series about a plane hijacking. We just shot the pilot.,1
10635,"Did Jesus ever get drunk? Not sure, but I heard he got hammered once.",1
10636,I accidentally gave my girlfriend a glue stick instead of chapstick. She's still not talking to me.,1
10637,What do they call Peter Pan in China? Peter Wok,1
10638,I tried uploading my sex tape to PornHub. They told me to try Vine.,1
10639,"During my prostate exam I asked the doctor, ""where should I put my pants""? ""Over there by mine"", was not the answer I was expecting.",1
10640,Why can't Jesus eat a cheeseburger? Because he's dead.,1
10641,"Once I had a machine that made counterfeit pennies. I regret it now, but it made a lot of cents at the time.",1
10642,How many people in denial does it take to change a light bulb? There is nothing wrong with the light bulb!,1
10643,Why did the riot police show up early to the protest? They wanted to beat the crowd.,1
10644,Somebody drilled a hole in the fence around the nudist colony. Police are looking into it.,1
10645,Gay jokes aren't funny. Come on guys!,1
10646,How can you tell my parents are abusive? Beats me,1
10647,What do you call Dracula's retarded cousin? Countdown,1
10648,Two consonants and a vowel go into a bar,1
10649,What did Barack Obama say when he dropped his shell at the beach? Oh no Michelle!,1
10650,I've been fired from work for putting in too many shifts. Keyboard manufacturing isn't as easy as you think.,1
10651,"The Nintendo 64 turned 18 last month, which means you can now legally blow the cartridges",1
10652,Why is the camel called the ship of the desert? Because its full of Arab semen,1
10653,"A Zen student asked his master, ""Is it OK to use email?"" ""Yes,"" replied the master, ""But no attachments.""",1
10654,Why is Darth Vader so famous? He was the first black man to admit he is the father. ,1
10655,"What did Santa say to the hooker? ""Fuck the chimney, I'm cumming down her throat!""",1
10656,"What does a Russian woman say to stop her husband from abusing her? Vladislov, baby don't hurt me, don't hurt me, no more..",1
10657,"My ex-wife still misses me, but her aim is getting better!",1
10658,I used to date a girl with one leg who worked at a brewery. She was in charge of the hops.,1
10659,"Why didn't Sean Connery get his roof fixed? He said he ""couldn't find a shingle person to do it.""",1
10660,"A book fell on Sean Connery's head. He replies ""I only have my shelf to blame"".",1
10661,When does Sean Connery show up to Wimbeldon? About tennish,1
10662,Sean Connery found his niche. She was in the garden playing with his nephew.,1
10663,Where does Sean Connery shit? On any chair he finds.,1
10664,How does Sean Connery shave? Ctrl+S,1
10665,"My doctor told me to eat more Taco Bell today. Technically he said, 'Less McDonald's' but I'm pretty sure I knew what he meant.",1
10666,Whats the difference between acne and a priest? Acne waits until a boy's 14 to come on his face.,1
10667,Why did the blonde tiptoe past the medicine cabinet? She didn't want to wake the sleeping pills.,1
10668,Why didn't the skeleton show up to the party? He had no guts.,1
10669,Why doesn't Superman need a boss? He already has supervision.,1
10670,"My wife is ""like a plunger"" when she gets drunk. She likes to bring up old shit.",1
10671,What do ISIS and Little Miss Muffet have in common? They both have kurds in their way,1
10672,What is al-queda's favorite football team? The New York Jets.,1
10673,What's the difference between Sara Palin's mouth and her vagina? Only one retarded thing came out of her vagina.,1
10674,What's better than seeing a woman wrestle? Seeing her box.,1
10675,What's the the key to telling an ISIS joke? The execution.,1
10676,Did you hear about the time Stevie Wonder got a cheese grater for Christmas? He said it was the most violent book he'd ever read.,1
10677,Girl are you sitting on an F5 key? Cause that ass is refreshing.,1
10678,What do you call immigrants to Sweden? Artificial Swedeners,1
10679,Why was Han Solo so suspicious when he put his penis inside Princess Leia for the first time? Because it was Luke warm.,1
10680,What did the pirate do after his parrot bit off his genitals? He got a woodpecker.,1
10681,Did you hear about the Leper going for the masturbation world record? Eventually he pulled it off!,1
10682,Have you heard my joke about the Ebola outbreak yet? Eh... Nevermind. You probably won't get it.,1
